FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
201221;1700;49;;;
201221;1800;39;;;
201221;1900;30;;;
201221;2000;21;;;
201221;2100;20;;;
201221;2200;21;;;
201221;2300;17;;;
201222;0000;7;;;
201222;0100;6;;;
201222;0200;1;;;
201222;0300;1;;;
201222;0400;1;;;
201222;0500;;;;
201222;0600;1;;;
201222;0700;4;;;
201222;0800;11;;;
201222;0900;27;;;
201222;1000;41;;;
201222;1100;;;;
201222;1200;;;;
201222;1300;;;;
201222;1400;;;;
201222;1500;50;;;
201222;1600;47;;;
201222;1700;42;;;
201222;1800;37;;;
201222;1900;32;;;
201222;2000;22;;;
201222;2100;17;;;
201222;2200;14;;;
201222;2300;7;;;
201223;0000;3;;;
201223;0100;2;;;
201223;0200;1;;;
201223;0300;1;;;
201223;0400;1;;;
201223;0500;;;;
201223;0600;1;;;
201223;0700;3;;;
201223;0800;10;;;
201223;0900;21;;;
201223;1000;35;;;
201223;1100;39;;;
201223;1200;41;;;
201223;1300;45;;;
201223;1400;47;;;
201223;1500;45;;;
201223;1600;41;;;
201223;1700;36;;;
201223;1800;31;;;
201223;1900;25;;;
201223;2000;20;;;
201223;2100;16;;;
201223;2200;11;;;
201223;2300;11;;;
201224;0000;12;;;
201224;0100;8;;;
201224;0200;2;;;
201224;0300;1;;;
201224;0400;1;;;
201224;0500;;;;
201224;0600;1;;;
201224;0700;2;;;
201224;0800;12;;;
201224;0900;25;;;
201224;1000;41;;;
201224;1100;55;;;
201224;1200;62;;;
201224;1300;63;;;
201224;1400;61;;;
201224;1500;60;;;
201224;1600;54;;;
201224;1700;49;;;
201224;1800;43;;;
201224;1900;33;;;
201224;2000;25;;;
201224;2100;20;;;
201224;2200;18;;;
201224;2300;15;;;
201225;0000;8;;;
201225;0100;5;;;
201225;0200;2;;;
201225;0300;1;;;
201225;0400;1;;;
201225;0500;;;;
201225;0600;2;;;
201225;0700;12;;;
201225;0800;30;;;
201225;0900;48;;;
201225;1000;65;;;
201225;1100;63;;;
201225;1200;58;;;
201225;1300;54;;;
201225;1400;55;;;
201225;1500;54;;;
201225;1600;49;;;
201225;1700;41;;;
201225;1800;32;;;
201225;1900;28;;;
201225;2000;26;;;
201225;2100;21;;;
201225;2200;20;;;
201225;2300;16;;;
201226;0000;6;;;
201226;0100;3;;;
201226;0200;1;;;
201226;0300;1;;;
201226;0400;1;;;
201226;0500;;;;
201226;0600;1;;;
201226;0700;7;;;
201226;0800;19;;;
201226;0900;28;;;
201226;1000;41;;;
201226;1100;36;;;
201226;1200;34;;;
201226;1300;37;;;
201226;1400;37;;;
201226;1500;36;;;
201226;1600;35;;;
201226;1700;33;;;
201226;1800;27;;;
201226;1900;21;;;
201226;2000;17;;;
201226;2100;15;;;
201226;2200;14;;;
201226;2300;12;;;
201227;0000;11;;;
201227;0100;8;;;
201227;0200;7;;;
201227;0300;3;;;
201227;0400;5;;;
201227;0500;;;;
201227;0600;4;;;
201227;0700;4;;;
201227;0800;7;;;
201227;0900;16;;;
201227;1000;28;;;
201227;1100;34;;;
201227;1200;32;;;
201227;1300;32;;;
201227;1400;32;;;
201227;1500;34;;;
201227;1600;37;;;
201227;1700;36;;;
201227;1800;31;;;
201227;1900;25;;;
201227;2000;20;;;
201227;2100;17;;;
201227;2200;16;;;
201227;2300;13;;;
201228;0000;15;;;
201228;0100;14;;;
201228;0200;8;;;
201228;0300;6;;;
201228;0400;2;;;
201228;0500;;;;
201228;0600;1;;;
201228;0700;1;;;
201228;0800;8;;;
201228;0900;15;;;
201228;1000;29;;;
201228;1100;52;;;
201228;1200;55;;;
201228;1300;50;;;
201228;1400;46;;;
201228;1500;42;;;
201228;1600;40;;;
201228;1700;36;;;
201228;1800;30;;;
201228;1900;23;;;
201228;2000;20;;;
201228;2100;18;;;
201228;2200;18;;;
201228;2300;16;;;
201229;0000;10;;;
201229;0100;3;;;
201229;0200;6;;;
201229;0300;1;;;
201229;0400;1;;;
201229;0500;;;;
201229;0600;1;;;
201229;0700;2;;;
201229;0800;5;;;
201229;0900;14;;;
201229;1000;28;;;
201229;1100;37;;;
201229;1200;38;;;
201229;1300;35;;;
201229;1400;38;;;
201229;1500;39;;;
201229;1600;36;;;
201229;1700;30;;;
201229;1800;22;;;
201229;1900;17;;;
201229;2000;11;;;
201229;2100;9;;;
201229;2200;9;;;
201229;2300;5;;;
201230;0000;1;;;
201230;0100;1;;;
201230;0200;1;;;
201230;0300;1;;;
201230;0400;1;;;
201230;0500;;;;
201230;0600;1;;;
201230;0700;2;;;
201230;0800;8;;;
201230;0900;16;;;
201230;1000;32;;;
201230;1100;54;;;
201230;1200;50;;;
201230;1300;59;;;
201230;1400;58;;;
201230;1500;51;;;
201230;1600;47;;;
201230;1700;48;;;
201230;1800;43;;;
201230;1900;36;;;
201230;2000;19;;;
201230;2100;10;;;
201230;2200;12;;;
201230;2300;18;;;
201231;0000;13;;;
201231;0100;8;;;
201231;0200;2;;;
201231;0300;1;;;
201231;0400;1;;;
201231;0500;;;;
201231;0600;1;;;
201231;0700;6;;;
201231;0800;17;;;
201231;0900;29;;;
201231;1000;55;;;
201231;1100;67;;;
201231;1200;72;;;
201231;1300;62;;;
201231;1400;61;;;
201231;1500;59;;;
201231;1600;53;;;
201231;1700;52;;;
201231;1800;47;;;
201231;1900;43;;;
201231;2000;36;;;
201231;2100;35;;;
201231;2200;29;;;
201231;2300;26;;;
210101;0000;20;;;
210101;0100;12;;;
210101;0200;2;;;
210101;0300;1;;;
210101;0400;1;;;
210101;0500;;;;
210101;0600;7;;;
210101;0700;16;;;
210101;0800;31;;;
210101;0900;37;;;
210101;1000;40;;;
210101;1100;45;;;
210101;1200;49;;;
210101;1300;45;;;
210101;1400;45;;;
210101;1500;48;;;
210101;1600;47;;;
210101;1700;45;;;
210101;1800;41;;;
210101;1900;33;;;
210101;2000;24;;;
210101;2100;19;;;
210101;2200;20;;;
210101;2300;19;;;
210102;0000;17;;;
210102;0100;14;;;
210102;0200;9;;;
210102;0300;4;;;
210102;0400;5;;;
210102;0500;;;;
210102;0600;3;;;
210102;0700;4;;;
210102;0800;9;;;
210102;0900;21;;;
210102;1000;34;;;
210102;1100;33;;;
210102;1200;35;;;
210102;1300;38;;;
210102;1400;40;;;
210102;1500;39;;;
210102;1600;34;;;
210102;1700;31;;;
210102;1800;31;;;
210102;1900;27;;;
210102;2000;20;;;
210102;2100;17;;;
210102;2200;16;;;
210102;2300;14;;;
210103;0000;11;;;
210103;0100;8;;;
210103;0200;2;;;
210103;0300;6;;;
210103;0400;5;;;
210103;0500;;;;
210103;0600;2;;;
210103;0700;8;;;
210103;0800;17;;;
210103;0900;31;;;
210103;1000;43;;;
210103;1100;47;;;
210103;1200;43;;;
210103;1300;43;;;
210103;1400;42;;;
210103;1500;42;;;
210103;1600;40;;;
210103;1700;35;;;
210103;1800;30;;;
210103;1900;25;;;
210103;2000;24;;;
210103;2100;23;;;
210103;2200;21;;;
210103;2300;20;;;
210104;0000;12;;;
210104;0100;5;;;
210104;0200;1;;;
210104;0300;1;;;
210104;0400;1;;;
210104;0500;;;;
210104;0600;1;;;
210104;0700;3;;;
210104;0800;13;;;
210104;0900;19;;;
210104;1000;31;;;
210104;1100;44;;;
210104;1200;46;;;
210104;1300;33;;;
210104;1400;32;;;
210104;1500;34;;;
210104;1600;27;;;
210104;1700;23;;;
210104;1800;21;;;
210104;1900;19;;;
210104;2000;18;;;
210104;2100;19;;;
210104;2200;13;;;
210104;2300;5;;;
210105;0000;10;;;
210105;0100;7;;;
210105;0200;6;;;
210105;0300;3;;;
210105;0400;3;;;
210105;0500;;;;
210105;0600;1;;;
210105;0700;2;;;
210105;0800;7;;;
210105;0900;19;;;
210105;1000;28;;;
210105;1100;36;;;
210105;1200;42;;;
210105;1300;45;;;
210105;1400;44;;;
210105;1500;44;;;
210105;1600;40;;;
210105;1700;35;;;
210105;1800;32;;;
210105;1900;30;;;
210105;2000;27;;;
210105;2100;29;;;
210105;2200;27;;;
210105;2300;26;;;
210106;0000;21;;;
210106;0100;12;;;
210106;0200;4;;;
210106;0300;1;;;
210106;0400;1;;;
210106;0500;;;;
210106;0600;1;;;
210106;0700;2;;;
210106;0800;12;;;
210106;0900;18;;;
210106;1000;32;;;
210106;1100;45;;;
210106;1200;50;;;
210106;1300;52;;;
210106;1400;52;;;
210106;1500;50;;;
210106;1600;48;;;
210106;1700;45;;;
210106;1800;40;;;
210106;1900;31;;;
210106;2000;19;;;
210106;2100;18;;;
210106;2200;16;;;
210106;2300;15;;;
210107;0000;10;;;
210107;0100;7;;;
210107;0200;4;;;
210107;0300;1;;;
210107;0400;1;;;
210107;0500;;;;
210107;0600;1;;;
210107;0700;2;;;
210107;0800;13;;;
210107;0900;30;;;
210107;1000;59;;;
210107;1100;57;;;
210107;1200;56;;;
210107;1300;58;;;
210107;1400;55;;;
210107;1500;52;;;
210107;1600;51;;;
210107;1700;46;;;
210107;1800;40;;;
210107;1900;30;;;
210107;2000;24;;;
210107;2100;22;;;
210107;2200;22;;;
210107;2300;19;;;
210108;0000;10;;;
210108;0100;12;;;
210108;0200;5;;;
210108;0300;1;;;
210108;0400;1;;;
210108;0500;;;;
210108;0600;1;;;
210108;0700;2;;;
210108;0800;12;;;
210108;0900;22;;;
210108;1000;29;;;
210108;1100;40;;;
210108;1200;47;;;
210108;1300;46;;;
210108;1400;42;;;
210108;1500;44;;;
210108;1600;40;;;
210108;1700;35;;;
210108;1800;34;;;
210108;1900;29;;;
210108;2000;24;;;
210108;2100;21;;;
210108;2200;21;;;
210108;2300;17;;;
210109;0000;12;;;
210109;0100;9;;;
210109;0200;7;;;
210109;0300;6;;;
210109;0400;1;;;
210109;0500;;;;
210109;0600;3;;;
210109;0700;4;;;
210109;0800;6;;;
210109;0900;16;;;
210109;1000;31;;;
210109;1100;44;;;
210109;1200;63;;;
210109;1300;49;;;
210109;1400;41;;;
210109;1500;42;;;
210109;1600;45;;;
210109;1700;36;;;
210109;1800;31;;;
210109;1900;24;;;
210109;2000;19;;;
210109;2100;15;;;
210109;2200;14;;;
210109;2300;15;;;
210110;0000;14;;;
210110;0100;10;;;
210110;0200;10;;;
210110;0300;8;;;
210110;0400;5;;;
210110;0500;;;;
210110;0600;5;;;
210110;0700;6;;;
210110;0800;14;;;
210110;0900;20;;;
210110;1000;29;;;
210110;1100;40;;;
210110;1200;39;;;
210110;1300;39;;;
210110;1400;37;;;
210110;1500;34;;;
210110;1600;32;;;
210110;1700;28;;;
210110;1800;25;;;
210110;1900;19;;;
210110;2000;15;;;
210110;2100;12;;;
210110;2200;12;;;
210110;2300;10;;;
210111;0000;9;;;
210111;0100;7;;;
210111;0200;8;;;
210111;0300;5;;;
210111;0400;2;;;
210111;0500;;;;
210111;0600;1;;;
210111;0700;4;;;
210111;0800;9;;;
210111;0900;14;;;
210111;1000;18;;;
210111;1100;27;;;
210111;1200;36;;;
210111;1300;38;;;
210111;1400;46;;;
210111;1500;47;;;
210111;1600;43;;;
210111;1700;37;;;
210111;1800;28;;;
210111;1900;22;;;
210111;2000;13;;;
210111;2100;13;;;
210111;2200;8;;;
210111;2300;8;;;
210112;0000;6;;;
210112;0100;5;;;
210112;0200;1;;;
210112;0300;1;;;
210112;0400;1;;;
210112;0500;;;;
210112;0600;1;;;
210112;0700;2;;;
210112;0800;8;;;
210112;0900;21;;;
210112;1000;35;;;
210112;1100;50;;;
210112;1200;60;;;
210112;1300;63;;;
210112;1400;59;;;
210112;1500;52;;;
210112;1600;49;;;
210112;1700;45;;;
210112;1800;42;;;
210112;1900;28;;;
210112;2000;20;;;
210112;2100;18;;;
210112;2200;16;;;
210112;2300;15;;;
210113;0000;10;;;
210113;0100;7;;;
210113;0200;4;;;
210113;0300;3;;;
210113;0400;1;;;
210113;0500;;;;
210113;0600;1;;;
210113;0700;3;;;
210113;0800;12;;;
210113;0900;18;;;
210113;1000;43;;;
210113;1100;46;;;
210113;1200;53;;;
210113;1300;59;;;
210113;1400;56;;;
210113;1500;52;;;
210113;1600;50;;;
210113;1700;48;;;
210113;1800;42;;;
210113;1900;37;;;
210113;2000;29;;;
210113;2100;23;;;
210113;2200;22;;;
210113;2300;23;;;
210114;0000;17;;;
210114;0100;5;;;
210114;0200;6;;;
210114;0300;2;;;
210114;0400;1;;;
210114;0500;;;;
210114;0600;1;;;
210114;0700;2;;;
210114;0800;10;;;
210114;0900;26;;;
210114;1000;56;;;
210114;1100;53;;;
210114;1200;52;;;
210114;1300;54;;;
210114;1400;54;;;
210114;1500;52;;;
210114;1600;49;;;
210114;1700;42;;;
210114;1800;36;;;
210114;1900;32;;;
210114;2000;27;;;
210114;2100;23;;;
210114;2200;22;;;
210114;2300;23;;;
210115;0000;15;;;
210115;0100;9;;;
210115;0200;8;;;
210115;0300;10;;;
210115;0400;5;;;
210115;0500;;;;
210115;0600;1;;;
210115;0700;2;;;
210115;0800;8;;;
210115;0900;18;;;
210115;1000;33;;;
210115;1100;53;;;
210115;1200;56;;;
210115;1300;58;;;
210115;1400;59;;;
210115;1500;56;;;
210115;1600;45;;;
210115;1700;35;;;
210115;1800;27;;;
210115;1900;14;;;
210115;2000;10;;;
210115;2100;9;;;
210115;2200;8;;;
210115;2300;8;;;
210116;0000;5;;;
210116;0100;5;;;
210116;0200;4;;;
210116;0300;1;;;
210116;0400;1;;;
210116;0500;;;;
210116;0600;1;;;
210116;0700;4;;;
210116;0800;10;;;
210116;0900;16;;;
210116;1000;29;;;
210116;1100;54;;;
210116;1200;57;;;
210116;1300;50;;;
210116;1400;44;;;
210116;1500;42;;;
210116;1600;40;;;
210116;1700;36;;;
210116;1800;32;;;
210116;1900;26;;;
210116;2000;21;;;
210116;2100;17;;;
210116;2200;14;;;
210116;2300;13;;;
210117;0000;7;;;
210117;0100;7;;;
210117;0200;5;;;
210117;0300;4;;;
210117;0400;2;;;
210117;0500;;;;
210117;0600;1;;;
210117;0700;11;;;
210117;0800;21;;;
210117;0900;33;;;
210117;1000;49;;;
210117;1100;63;;;
210117;1200;64;;;
210117;1300;52;;;
210117;1400;52;;;
210117;1500;56;;;
210117;1600;53;;;
210117;1700;52;;;
210117;1800;42;;;
210117;1900;31;;;
210117;2000;27;;;
210117;2100;17;;;
210117;2200;15;;;
210117;2300;14;;;
210118;0000;12;;;
210118;0100;7;;;
210118;0200;4;;;
210118;0300;2;;;
210118;0400;1;;;
210118;0500;;;;
210118;0600;1;;;
210118;0700;2;;;
210118;0800;12;;;
210118;0900;21;;;
210118;1000;43;;;
210118;1100;59;;;
210118;1200;60;;;
210118;1300;60;;;
210118;1400;57;;;
210118;1500;57;;;
210118;1600;56;;;
210118;1700;51;;;
210118;1800;45;;;
210118;1900;38;;;
210118;2000;28;;;
210118;2100;24;;;
210118;2200;25;;;
210118;2300;21;;;
210119;0000;15;;;
210119;0100;7;;;
210119;0200;1;;;
210119;0300;1;;;
210119;0400;1;;;
210119;0500;;;;
210119;0600;1;;;
210119;0700;2;;;
210119;0800;10;;;
210119;0900;32;;;
210119;1000;45;;;
210119;1100;49;;;
210119;1200;51;;;
210119;1300;52;;;
210119;1400;54;;;
210119;1500;58;;;
210119;1600;54;;;
210119;1700;48;;;
210119;1800;39;;;
210119;1900;32;;;
210119;2000;28;;;
210119;2100;23;;;
210119;2200;17;;;
210119;2300;13;;;
210120;0000;12;;;
210120;0100;11;;;
210120;0200;4;;;
210120;0300;1;;;
210120;0400;1;;;
210120;0500;;;;
210120;0600;1;;;
210120;0700;2;;;
210120;0800;9;;;
210120;0900;16;;;
210120;1000;34;;;
210120;1100;50;;;
210120;1200;58;;;
210120;1300;68;;;
210120;1400;59;;;
210120;1500;58;;;
210120;1600;58;;;
210120;1700;50;;;
210120;1800;41;;;
210120;1900;32;;;
210120;2000;25;;;
210120;2100;27;;;
210120;2200;26;;;
210120;2300;20;;;
210121;0000;15;;;
210121;0100;12;;;
210121;0200;7;;;
210121;0300;5;;;
210121;0400;2;;;
210121;0500;;;;
210121;0600;1;;;
210121;0700;1;;;
210121;0800;12;;;
210121;0900;28;;;
210121;1000;39;;;
210121;1100;51;;;
210121;1200;50;;;
210121;1300;47;;;
210121;1400;44;;;
210121;1500;44;;;
210121;1600;42;;;
210121;1700;43;;;
210121;1800;36;;;
210121;1900;29;;;
210121;2000;19;;;
210121;2100;17;;;
210121;2200;13;;;
210121;2300;12;;;
210122;0000;2;;;
210122;0100;1;;;
210122;0200;1;;;
210122;0300;1;;;
210122;0400;1;;;
210122;0500;;;;
210122;0600;1;;;
210122;0700;2;;;
210122;0800;8;;;
210122;0900;29;;;
210122;1000;44;;;
210122;1100;43;;;
210122;1200;47;;;
210122;1300;51;;;
210122;1400;55;;;
210122;1500;60;;;
210122;1600;58;;;
210122;1700;54;;;
210122;1800;44;;;
210122;1900;35;;;
210122;2000;28;;;
210122;2100;25;;;
210122;2200;23;;;
210122;2300;16;;;
210123;0000;14;;;
210123;0100;10;;;
210123;0200;7;;;
210123;0300;5;;;
210123;0400;1;;;
210123;0500;;;;
210123;0600;2;;;
210123;0700;6;;;
210123;0800;16;;;
210123;0900;27;;;
210123;1000;37;;;
210123;1100;43;;;
210123;1200;47;;;
210123;1300;50;;;
210123;1400;48;;;
210123;1500;51;;;
210123;1600;52;;;
210123;1700;46;;;
210123;1800;37;;;
210123;1900;29;;;
210123;2000;26;;;
210123;2100;24;;;
210123;2200;20;;;
210123;2300;17;;;
210124;0000;16;;;
210124;0100;10;;;
210124;0200;11;;;
210124;0300;10;;;
210124;0400;3;;;
210124;0500;;;;
210124;0600;3;;;
210124;0700;7;;;
210124;0800;19;;;
210124;0900;27;;;
210124;1000;43;;;
210124;1100;52;;;
210124;1200;55;;;
210124;1300;49;;;
210124;1400;48;;;
210124;1500;46;;;
210124;1600;46;;;
210124;1700;45;;;
210124;1800;42;;;
210124;1900;38;;;
210124;2000;37;;;
210124;2100;34;;;
210124;2200;32;;;
210124;2300;31;;;
210125;0000;29;;;
210125;0100;22;;;
210125;0200;7;;;
210125;0300;2;;;
210125;0400;1;;;
210125;0500;;;;
210125;0600;1;;;
210125;0700;1;;;
210125;0800;8;;;
210125;0900;18;;;
210125;1000;30;;;
210125;1100;51;;;
210125;1200;48;;;
210125;1300;44;;;
210125;1400;43;;;
210125;1500;46;;;
210125;1600;45;;;
210125;1700;42;;;
210125;1800;36;;;
210125;1900;31;;;
210125;2000;26;;;
210125;2100;24;;;
210125;2200;23;;;
210125;2300;20;;;
210126;0000;14;;;
210126;0100;5;;;
210126;0200;3;;;
210126;0300;1;;;
210126;0400;1;;;
210126;0500;;;;
210126;0600;1;;;
210126;0700;1;;;
210126;0800;5;;;
210126;0900;20;;;
210126;1000;30;;;
210126;1100;39;;;
210126;1200;48;;;
210126;1300;53;;;
210126;1400;51;;;
210126;1500;47;;;
210126;1600;45;;;
210126;1700;40;;;
210126;1800;39;;;
210126;1900;37;;;
210126;2000;34;;;
210126;2100;33;;;
210126;2200;33;;;
210126;2300;30;;;
210127;0000;26;;;
210127;0100;21;;;
210127;0200;13;;;
210127;0300;10;;;
210127;0400;4;;;
210127;0500;;;;
210127;0600;1;;;
210127;0700;2;;;
210127;0800;12;;;
210127;0900;21;;;
210127;1000;34;;;
210127;1100;45;;;
210127;1200;57;;;
210127;1300;59;;;
210127;1400;56;;;
210127;1500;54;;;
210127;1600;48;;;
210127;1700;46;;;
210127;1800;42;;;
210127;1900;34;;;
210127;2000;24;;;
210127;2100;23;;;
210127;2200;17;;;
210127;2300;16;;;
210128;0000;14;;;
210128;0100;11;;;
210128;0200;7;;;
210128;0300;7;;;
210128;0400;5;;;
210128;0500;;;;
210128;0600;1;;;
210128;0700;1;;;
210128;0800;6;;;
210128;0900;18;;;
210128;1000;36;;;
210128;1100;47;;;
210128;1200;51;;;
210128;1300;53;;;
210128;1400;54;;;
210128;1500;43;;;
210128;1600;38;;;
210128;1700;31;;;
210128;1800;24;;;
210128;1900;17;;;
210128;2000;13;;;
210128;2100;10;;;
210128;2200;8;;;
210128;2300;8;;;
210129;0000;6;;;
210129;0100;5;;;
210129;0200;7;;;
210129;0300;6;;;
210129;0400;3;;;
210129;0500;;;;
210129;0600;1;;;
210129;0700;1;;;
210129;0800;1;;;
210129;0900;1;;;
210129;1000;2;;;
210129;1100;5;;;
210129;1200;9;;;
210129;1300;12;;;
210129;1400;14;;;
210129;1500;12;;;
210129;1600;15;;;
210129;1700;14;;;
210129;1800;10;;;
210129;1900;1;;;
210129;2000;2;;;
210129;2100;8;;;
210129;2200;7;;;
210129;2300;9;;;
210130;0000;12;;;
210130;0100;14;;;
210130;0200;12;;;
210130;0300;6;;;
210130;0400;4;;;
210130;0500;;;;
210130;0600;1;;;
210130;0700;2;;;
210130;0800;4;;;
210130;0900;10;;;
210130;1000;15;;;
210130;1100;21;;;
210130;1200;28;;;
210130;1300;24;;;
210130;1400;10;;;
210130;1500;12;;;
210130;1600;19;;;
210130;1700;16;;;
210130;1800;11;;;
210130;1900;6;;;
210130;2000;2;;;
210130;2100;1;;;
210130;2200;1;;;
210130;2300;1;;;
210131;0000;1;;;
210131;0100;1;;;
210131;0200;1;;;
210131;0300;1;;;
210131;0400;1;;;
210131;0500;;;;
210131;0600;1;;;
210131;0700;1;;;
210131;0800;1;;;
210131;0900;1;;;
210131;1000;4;;;
210131;1100;7;;;
210131;1200;12;;;
210131;1300;20;;;
210131;1400;30;;;
210131;1500;31;;;
210131;1600;30;;;
210131;1700;29;;;
210131;1800;22;;;
210131;1900;13;;;
210131;2000;8;;;
210131;2100;7;;;
210131;2200;9;;;
210131;2300;8;;;
210201;0000;9;;;
210201;0100;6;;;
210201;0200;2;;;
210201;0300;1;;;
210201;0400;1;;;
210201;0500;;;;
210201;0600;1;;;
210201;0700;1;;;
210201;0800;1;;;
210201;0900;2;;;
210201;1000;3;;;
210201;1100;13;;;
210201;1200;20;;;
210201;1300;27;;;
210201;1400;29;;;
210201;1500;33;;;
210201;1600;35;;;
210201;1700;32;;;
210201;1800;26;;;
210201;1900;20;;;
210201;2000;12;;;
210201;2100;9;;;
210201;2200;8;;;
210201;2300;6;;;
210202;0000;5;;;
210202;0100;3;;;
210202;0200;3;;;
210202;0300;1;;;
210202;0400;1;;;
210202;0500;;;;
210202;0600;1;;;
210202;0700;1;;;
210202;0800;2;;;
210202;0900;6;;;
210202;1000;12;;;
210202;1100;21;;;
210202;1200;42;;;
210202;1300;45;;;
210202;1400;45;;;
210202;1500;46;;;
210202;1600;44;;;
210202;1700;42;;;
210202;1800;39;;;
210202;1900;29;;;
210202;2000;22;;;
210202;2100;13;;;
210202;2200;9;;;
210202;2300;5;;;
210203;0000;3;;;
210203;0100;2;;;
210203;0200;1;;;
210203;0300;1;;;
210203;0400;1;;;
210203;0500;;;;
210203;0600;1;;;
210203;0700;1;;;
210203;0800;4;;;
210203;0900;12;;;
210203;1000;25;;;
210203;1100;36;;;
210203;1200;52;;;
210203;1300;70;;;
210203;1400;65;;;
210203;1500;60;;;
210203;1600;58;;;
210203;1700;58;;;
210203;1800;52;;;
210203;1900;47;;;
210203;2000;26;;;
210203;2100;14;;;
210203;2200;7;;;
210203;2300;2;;;
210204;0000;15;;;
210204;0100;12;;;
210204;0200;8;;;
210204;0300;5;;;
210204;0400;1;;;
210204;0500;;;;
210204;0600;1;;;
210204;0700;2;;;
210204;0800;12;;;
210204;0900;25;;;
210204;1000;41;;;
210204;1100;63;;;
210204;1200;65;;;
210204;1300;61;;;
210204;1400;63;;;
210204;1500;63;;;
210204;1600;63;;;
210204;1700;57;;;
210204;1800;51;;;
210204;1900;40;;;
210204;2000;35;;;
210204;2100;41;;;
210204;2200;41;;;
210204;2300;29;;;
210205;0000;21;;;
210205;0100;11;;;
210205;0200;3;;;
210205;0300;3;;;
210205;0400;2;;;
210205;0500;;;;
210205;0600;1;;;
210205;0700;1;;;
210205;0800;2;;;
210205;0900;5;;;
210205;1000;11;;;
210205;1100;16;;;
210205;1200;29;;;
210205;1300;31;;;
210205;1400;31;;;
210205;1500;39;;;
210205;1600;44;;;
210205;1700;47;;;
210205;1800;35;;;
210205;1900;26;;;
210205;2000;22;;;
210205;2100;16;;;
210205;2200;14;;;
210205;2300;10;;;
210206;0000;12;;;
210206;0100;12;;;
210206;0200;11;;;
210206;0300;13;;;
210206;0400;9;;;
210206;0500;;;;
210206;0600;4;;;
210206;0700;3;;;
210206;0800;3;;;
210206;0900;7;;;
210206;1000;14;;;
210206;1100;13;;;
210206;1200;15;;;
210206;1300;21;;;
210206;1400;27;;;
210206;1500;26;;;
210206;1600;29;;;
210206;1700;27;;;
210206;1800;25;;;
210206;1900;20;;;
210206;2000;21;;;
210206;2100;19;;;
210206;2200;18;;;
210206;2300;18;;;
210207;0000;17;;;
210207;0100;13;;;
210207;0200;9;;;
210207;0300;10;;;
210207;0400;12;;;
210207;0500;;;;
210207;0600;8;;;
210207;0700;5;;;
210207;0800;8;;;
210207;0900;11;;;
210207;1000;16;;;
210207;1100;22;;;
210207;1200;31;;;
210207;1300;38;;;
210207;1400;44;;;
210207;1500;46;;;
210207;1600;46;;;
210207;1700;46;;;
210207;1800;43;;;
210207;1900;35;;;
210207;2000;28;;;
210207;2100;24;;;
210207;2200;23;;;
210207;2300;19;;;
210208;0000;17;;;
210208;0100;13;;;
210208;0200;12;;;
210208;0300;18;;;
210208;0400;17;;;
210208;0500;;;;
210208;0600;1;;;
210208;0700;5;;;
210208;0800;9;;;
210208;0900;16;;;
210208;1000;28;;;
210208;1100;38;;;
210208;1200;43;;;
210208;1300;46;;;
210208;1400;42;;;
210208;1500;46;;;
210208;1600;47;;;
210208;1700;42;;;
210208;1800;34;;;
210208;1900;27;;;
210208;2000;18;;;
210208;2100;19;;;
210208;2200;15;;;
210208;2300;16;;;
210209;0000;13;;;
210209;0100;11;;;
210209;0200;11;;;
210209;0300;4;;;
210209;0400;1;;;
210209;0500;;;;
210209;0600;1;;;
210209;0700;1;;;
210209;0800;5;;;
210209;0900;12;;;
210209;1000;24;;;
210209;1100;52;;;
210209;1200;63;;;
210209;1300;69;;;
210209;1400;60;;;
210209;1500;56;;;
210209;1600;54;;;
210209;1700;48;;;
210209;1800;41;;;
210209;1900;36;;;
210209;2000;28;;;
210209;2100;28;;;
210209;2200;28;;;
210209;2300;21;;;
210210;0000;21;;;
210210;0100;20;;;
210210;0200;12;;;
210210;0300;3;;;
210210;0400;1;;;
210210;0500;;;;
210210;0600;1;;;
210210;0700;1;;;
210210;0800;5;;;
210210;0900;19;;;
210210;1000;32;;;
210210;1100;56;;;
210210;1200;53;;;
210210;1300;54;;;
210210;1400;51;;;
210210;1500;54;;;
210210;1600;51;;;
210210;1700;52;;;
210210;1800;48;;;
210210;1900;38;;;
210210;2000;28;;;
210210;2100;29;;;
210210;2200;26;;;
210210;2300;24;;;
210211;0000;19;;;
210211;0100;17;;;
210211;0200;12;;;
210211;0300;10;;;
210211;0400;8;;;
210211;0500;;;;
210211;0600;3;;;
210211;0700;1;;;
210211;0800;1;;;
210211;0900;2;;;
210211;1000;5;;;
210211;1100;8;;;
210211;1200;15;;;
210211;1300;17;;;
210211;1400;23;;;
210211;1500;26;;;
210211;1600;29;;;
210211;1700;28;;;
210211;1800;20;;;
210211;1900;11;;;
210211;2000;8;;;
210211;2100;6;;;
210211;2200;5;;;
210211;2300;6;;;
210212;0000;5;;;
210212;0100;5;;;
210212;0200;6;;;
210212;0300;7;;;
210212;0400;3;;;
210212;0500;;;;
210212;0600;1;;;
210212;0700;1;;;
210212;0800;1;;;
210212;0900;3;;;
210212;1000;7;;;
210212;1100;18;;;
210212;1200;32;;;
210212;1300;40;;;
210212;1400;42;;;
210212;1500;45;;;
210212;1600;47;;;
210212;1700;46;;;
210212;1800;41;;;
